emp_no,first_name,last_name,salary
78763,Odinaldo,Kandlur,60003
56038,Herbert,Murthy,60002
64657,Jianhui,Duclos,60000
108363,Aloke,Luef,59999
106798,Phillip,Dratva,59998
84408,Itzchak,Kruskal,59996
88089,Kwok,Alpin,59990
456816,Mountaz,Aumann,59988
24727,Akeno,Gecseg,59984
433460,Carrsten,Halevi,59982
429665,Snehasis,Piazza,59982
18811,Cheong,Oxenboll,59977
488442,Houman,Wynblatt,59977
256831,Godehard,Butner,59977
63399,Yonghoan,Azumi,59974
78252,Shahaf,Rosti,59970
243494,Dannz,Bernatsky,59969
409624,Erzsebet,Porotnikoff,59969
208699,Sachio,Isaak,59967
80130,Jinya,Waschkowski,59967
488039,Taegyun,Molenaar,59967
18450,Takahito,Hoppenstand,59963
243820,Chiranjit,Akaboshi,59961
241318,Khosrow,Kilgour,59961
14693,Brewster,Stranks,59960
100146,Nalini,Woycyznski,59959
405888,Leucio,Alpay,59958
475082,Elvia,Flexer,59957
446966,Shaowen,Tyugu,59956
18806,Akhilish,Petereit,59955
221127,Ziva,Morrin,59951
284118,Toshimo,Lorho,59948
468291,Mohit,Avouris,59948
291683,Denny,Masand,59948
80451,Raimond,Undy,59944
62329,Rosli,Ossenbruggen,59943
71400,Werner,Bugaenko,59943
414936,Heejo,Segond,59943
293965,Jamaludin,Majewski,59941
406304,Kauko,Francisci,59941
25337,Toshimo,McClurg,59941
234438,Sreekrishna,Schnelling,59939
264150,Ziya,Hatcliff,59936
264415,Uzi,Furudate,59936
263573,Visit,Anguita,59935
51088,Adin,Rathonyi,59934
233958,Toney,Magliocco,59930
272550,Katsuyuki,Cmelik,59928
83934,Mabhin,Edelhoff,59927
60867,Tomoyuki,Kornyak,59927
80063,Arie,Hoogerwoord,59926
403820,Toshimori,Ratzlaff,59924
85725,Khedija,Candan,59923
36727,Zhaofang,Greibach,59923
95085,Rosella,Hasham,59923
267348,Aris,Schusler,59921
465367,Chiranjit,Cappello,59919
467992,Mang,Solares,59919
101412,Nathan,Baaleh,59919
206416,Ronnie,Kopetz,59918
93455,Tsutomu,Hashii,59917
443571,Siddarth,Garrabrants,59916
229878,Guangming,Asser,59914
258096,Shirish,Mitchem,59914
475054,Dipankar,Buescher,59913
434546,Mahmut,Whitcomb,59912
426274,Valdiodio,Pillow,59911
205026,Akeno,Kulisch,59911
273497,Mantis,Birdsall,59908
408721,Moss,Bottner,59907
216934,Nagui,Krzyzanowski,59907
260626,Piyawadee,Eppinger,59906
26831,Yucel,Pagter,59906
293324,Lubomir,Stassinopoulos,59903
105075,Kiyotoshi,Keohane,59902
95294,Dulce,Bain,59900
62658,Steen,Hutter,59900
446788,Peer,Chaudhury,59900
93085,Evgueni,Parhami,59899
33106,Wonhee,Chaudhuri,59899
40398,Radhia,Szilard,59898
205262,Sergi,Munch,59893
105770,Yannik,Laventhal,59892
281093,Anyuan,Legleitner,59891
41710,Weiru,Haldar,59888
279880,Surveyors,Akiyama,59888
41754,Rosita,Hanabata,59888
483582,Kazuhito,Callaway,59887
203481,Chiradeep,Kriebel,59881
255668,Lokesh,Pashtan,59879
27687,Ronghao,Baumann,59878
38720,Kwan,Khalil,59877
284859,Alassane,Krogh,59876
277954,Maren,Gornas,59876
75186,Filipp,Miyakawa,59874
44988,Oldrich,Kleiser,59873
403940,Christoper,Gustavson,59872
37751,Jacopo,DuBourdieux,59872
448406,Masami,Kitsuregawa,59871
24915,Morris,Liedekerke,59866
443239,Arunas,Quaggetto,59865
232767,Guenter,Pollacia,59863
415807,Adamantios,Encarnacion,59863
33969,Arie,Sadowsky,59860
80200,Yurii,Ghazalie,59857
25435,DeForest,Milicia,59856
108717,Heng,Kitsuregawa,59855
92536,Nitsan,Rouquie,59854
88679,Genta,Lichtner,59851
465295,Huai,Frezza,59846
12276,Yongmin,Lenart,59844
400400,Weiru,Stassinopoulos,59843
293576,Munehiro,Kragelund,59840
273995,Hilary,Litvinov,59837
101678,Sashi,Debuse,59837
442572,Lorien,Hellwagner,59835
435693,Shigeichiro,Koshiba,59834
55894,Atreye,Schaft,59833
282668,Kazuhira,Erol,59831
200906,Pradeep,Kusakari,59829
462994,Horward,Haldar,59828
483051,Mingdong,Bain,59826
451809,Stella,Glowinski,59824
47358,Tommaso,Lieberherr,59821
248957,Tomokazu,Peyn,59820
18401,Vidya,Itzfeldt,59818
41673,Armond,Matzel,59816
407987,Khoa,Rindone,59816
468902,Zhonghua,Aumann,59813
470962,Shaz,Langford,59810
442754,Adin,Fabrizio,59808
446223,Gay,Perin,59808
244395,Oldrich,McConalogue,59806
471942,Heekeun,Hardjono,59805
218955,Steve,Pargaonkar,59805
282916,Barton,Maraist,59805
478996,Mary,Conti,59804
281877,Mana,Murthy,59803
464427,Girolamo,Birjandi,59801
484271,Hauke,Pettey,59800
101855,Sven,Majewski,59799
450542,Hein,Encarnacion,59797
46484,Neelam,Rabehasaina,59795
451020,Abdelwaheb,Masada,59794
213962,Pranjal,Rahier,59793
409563,Yongmin,Sidhu,59793
104637,Basant,dAstous,59793
485604,Shem,Tagansky,59792
410011,Lunjin,Selvestrel,59790
64755,Mang,Shackel,59789
211410,Nevin,Pagter,59786
246101,Karoline,Sherertz,59782
245463,Chenye,Rajcani,59781
475671,Sangeeta,Rosar,59781
448471,Piyawadee,Luks,59780
71399,Kasturi,Rodier,59780
86617,Mingsen,Desikan,59780
32955,Basim,Dredge,59778
423945,Ymte,Heping,59777
108536,Fumino,Baba,59777
38146,Paddy,Plavsic,59776
80977,Mana,Danner,59776
35567,Sorina,Menhardt,59775
204248,Makato,Reghbati,59771
444141,Kokou,Coombs,59771
281906,Phuoc,Orlowska,59769
264280,Mohua,Lienhardt,59767
286532,Paris,Codenie,59765
98813,Surveyors,Peck,59764
217208,Dante,Zaccaria,59764
437267,Seongbae,Dengi,59763
469280,Matk,Baaz,59760
461131,Sachar,Liedekerke,59760
71913,Tooru,Feinberg,59759
406238,Navin,Range,59759
262441,Shmuel,Jording,59759
48149,Sivanarayana,Nergos,59757
38268,Maris,Imataki,59754
232416,Tokuyasu,Binkley,59754
26391,Baoqiu,Kermarrec,59753
442977,Marlo,Armand,59751
279162,Reinhard,Kavraki,59749
44189,Shaibal,Mitzlaff,59748
444560,Jeane,Kilgour,59747
259549,Jaihie,Schreiter,59745
92757,Valery,Waymire,59745
71904,Zine,Oxman,59744
39684,Kokou,Dratva,59743
19744,Aleksander,Skafidas,59739
439577,Yannik,Schlumberger,59737
94422,Ayakannu,Fortenbacher,59735
74084,Hatem,Vasanthakumar,59734
253191,Ottavia,Jahnichen,59732
288436,Tuval,Heinisuo,59731
92031,Yuriy,Gyorkos,59731
467500,Sanjiv,Syang,59729
481350,Ioana,Crabtree,59727
223657,Kazuhide,Luca,59727
45875,Sandeepan,Lorch,59726
65720,Hauke,Hopewell,59725
278860,Fay,Emiris,59719
61864,Hironoby,Kamber,59715
233951,Anestis,Hiraishi,59715
51622,Deniz,Casperson,59715
410007,Gererd,Mikschl,59713
56862,Ymte,Thimonier,59713
402697,Elliott,Stafford,59712
74360,Dayanand,Viele,59711
251299,Parto,DasSarma,59707
24140,Basem,Thombley,59707
263892,Elzbieta,Dymetman,59707
94229,Shen,Thambidurai,59707
424570,Gil,Klyachko,59705
64313,Leucio,Schlegelmilch,59704
429010,Danco,Ramras,59703
459750,Danai,Ernst,59702
246866,Huican,Carrera,59700
81907,Jouko,Merkl,59700
82774,Aral,Maierhofer,59700
270973,Malu,Kalloufi,59700
280949,Make,Setiz,59700
254490,Dayanand,Ranta,59699
51081,Masadi,Blokdijk,59698
453698,Waiman,Garnier,59698
53862,Manohar,Siprelle,59696
254024,Richard,Ernst,59695
255778,Manton,Rodier,59695
205849,Masali,Walston,59694
242678,Tokuyasu,Beausoleil,59693
461950,Hidefumi,Streng,59691
443766,Van,Peot,59690
12689,Luerbio,Boudaillier,59689
210765,Yuguang,Leppanen,59687
448799,Shahab,Socorro,59687
413288,Kenton,Ramras,59684
472657,Ingemar,Shumilov,59683
226017,Badri,Orlowski,59682
298137,Cathie,Bashian,59682
58087,Narain,Szilard,59678
241855,Nechama,Undy,59676
436395,Percy,Meszaros,59676
443156,Hinrich,Wixon,59673
70797,Alejandro,Tiemann,59670
278051,Hugh,DuBourdieux,59669
22758,Mabry,Rijckaert,59665
249110,Yongmao,Lund,59664
498900,Piyush,Tagansky,59662
37303,Rasikan,Piancastelli,59660
238475,Fox,Jarecki,59655
473825,Renny,Luke,59655
499091,Elvis,Kohling,59655
468043,Mohamadou,Pappas,59653
31702,Florian,Isard,59652
458612,Zsolt,Suppi,59651
403320,Parke,Sidou,59650
236413,Elzbieta,Awdeh,59649
52682,Valdiodio,Crooks,59648
105789,Qingxiang,Fordan,59645
99253,Genki,Maccarone,59645
448357,Parviz,Munch,59640
494473,Aamod,Suri,59639
497582,Xiaoqiang,Rosen,59639
205332,Gita,Baar,59638
419242,Elvia,Demir,59638
91307,Gladys,Erva,59638
94666,Gudjon,Denti,59634
405419,Chuanyi,Chimia,59634
288840,Pohua,Christ,59631
30005,Ramachenga,Nourani,59628
68872,Dzung,Munro,59621
427165,Toong,Radhakrishnan,59619
76703,Hairong,Huttel,59619
205782,Shen,Brandsma,59618
210245,Alenka,Mungall,59617
94164,Frazer,Naumovich,59615
431645,Boriana,Rusterholz,59614
48108,Shaowei,Cairo,59613
56694,Aram,Godskesen,59613
278329,Khatoun,Isard,59613
86062,Zengping,Anido,59613
293814,Barton,Bach,59612
257863,Zhiwei,Niizuma,59610
25790,Suebskul,Plump,59606
91310,Gaurav,Kakkad,59605
60246,Honesty,Fraisse,59604
243678,Dzung,Papadias,59604
430564,Yoshimitsu,Birke,59596
294818,Jiang,Peha,59595
62409,Zhonghui,Peng,59593
419931,Yishay,Koblick,59587
280244,Indrajit,Wilfing,59587
222899,Yoshimitsu,Peres,59584
415442,Udaiprakash,Passino,59582
254464,Kazuhito,Matteis,59575
442593,Geoffrey,Hockney,59569
475218,Basant,Muhling,59562
42498,Limsoon,Bojadziev,59559
475506,Uwe,Kermarrec,59559
477754,Parviz,Taubman,59558
214099,Holgard,Prenel,59556
205948,Zhigen,Vesna,59555
400855,Szabolcs,Wilharm,59554
294995,Sumali,Iacovou,59554
21396,Shaw,Manderick,59553
490109,Kitty,Serre,59552
77089,Renee,Wrigley,59550
29199,Chaoyi,Mondadori,59549
45145,Almudena,Zumaque,59548
98992,Gonzalo,Heping,59547
59560,Shuho,Roisin,59547
498248,Munir,Suwa,59545
271491,Fen,Snedden,59543
29284,Aloys,Hofman,59542
82812,Heather,Morrey,59541
412871,Yucel,Bazzichi,59540
457862,Masamitsu,Holburn,59540
492039,Miomir,Vrecion,59540
284669,Genevieve,Tagansky,59539
438716,Marin,Schmiedel,59536
451402,Rosella,Herber,59533
19831,Kankanahalli,Begiun,59533
498499,Gal,Coorg,59532
217813,Seongbin,Linnainmaa,59531
73017,Adel,Iisaka,59529
270453,Sadok,Perri,59525
259150,Kiyomitsu,Majewski,59525
404771,Sverrir,Argence,59524
475269,Rance,Cullers,59523
436933,Shaunak,Mateescu,59523
223849,Subir,Delgrange,59523
45200,Teunis,Chvatal,59523
10918,Susumu,Reghbati,59521
252862,Shahab,Schicker,59519
87359,Sadok,Bael,59518
481652,Roddy,Debuse,59516
47094,Leni,Shimshoni,59515
486215,Kiyokazu,Zschoche,59512
236299,Jeane,Vingron,59511
253548,Felicidad,Malinowski,59505
56883,Honglan,Busillo,59504
106669,Jaewoo,Mahmud,59503
14581,Gao,Condotta,59499
483801,Sajjan,Rosin,59498
82808,Sumant,Reinhart,59495
276098,Nathalie,Plesums,59492
252545,Itzchak,Zolotykh,59491
209908,Yoshimitsu,Porenta,59488
233602,Ulf,Aloia,59483
444061,Gal,Merks,59478
102728,Make,Jiang,59476
31956,Ziyad,Gecsei,59475
408523,Shan,Barreiro,59475
95670,Shaleah,Krybus,59473
278624,Rimli,Demizu,59472
210678,Subbu,Asmuth,59472
61654,Maris,Clouatre,59472
432828,Chikako,Malabarba,59472
214496,Gunilla,Halevi,59471
261817,Guadalupe,Kowalchuk,59467
13422,Vishwani,Gerlach,59466
228519,Lihong,Porotnikoff,59464
425536,Sajjan,Denti,59463
448063,Ayonca,Antonisse,59460
221267,Mizuhito,Hertweck,59459
247577,Yuqun,Pileggi,59459
108985,Masanao,Bressoud,59458
495681,Leucio,Georgakopoulos,59454
92417,Aimee,Pollacia,59453
24003,Ronnie,Linares,59452
22849,Moon,Solovay,59451
423550,Srinidhi,Herber,59450
431494,Richara,Schnabel,59450
273015,Parviz,Blokdijk,59446
215523,Feixiong,Emmerich,59445
241275,Menkae,Lichtman,59445
424405,Cedric,Restivo,59444
245180,Zorica,Hoppenstand,59443
294597,DAIDA,Tomescu,59442
12589,Anoosh,Chleq,59441
484329,Mats,Pettis,59434
490730,Francesca,Chimia,59433
50630,Sachem,Baar,59431
449379,Val,Grandbois,59431
225766,Lalit,Peyn,59428
72357,Kristina,Krogh,59424
264955,Souichi,Muniz,59422
238476,Khalid,Lanzelotte,59421
459673,Tiina,Qiwen,59420
102228,Udaiprakash,Nannarelli,59418
236125,Abdulah,Jumpertz,59417
33983,Tesuya,Denis,59416
55265,Luisa,Waleschkowski,59415
215142,Danil,Kushner,59412
297879,Percy,Claffy,59410
90536,Leah,Hutton,59410
412818,Wonhee,Marchesini,59409
284030,Geraldo,Alvarado,59408
419223,Berry,Birch,59407
243592,Radhia,Frolund,59404
271033,Anyuan,Sidou,59402
471361,Gaurav,Gewali,59401
428705,Tommaso,Adachi,59399
461907,Van,Negoita,59398
497421,Eirik,Lanteri,59398
465446,Jaihie,Soicher,59393
233391,Eldridge,Preusig,59393
54550,Rajmohan,Marciano,59391
426669,Arup,Blokdijk,59389
204518,Saeko,Selvestrel,59389
61018,Marco,Zallocco,59388
422058,Xiping,Selenyi,59386
63246,Zdislav,Waymire,59385
219344,Elzbieta,Garigliano,59385
489969,Chikara,Shimshoni,59385
16399,Apostol,Collette,59384
470840,Barry,Bernick,59382
220702,Steen,Crabtree,59381
275022,Lansing,Yoshimura,59381
496341,Oddvar,Rosay,59379
499681,Kazuhito,Heemskerk,59379
92720,Sungwon,Bondorf,59377
56217,Gao,Zizka,59376
217404,Troy,Candan,59376
270004,Annemarie,Keirsey,59375
262397,Marin,Kobara,59375
254482,Ramachenga,Sewelson,59374
60795,Mart,Huttel,59374
25379,Eric,Mullainathan,59373
450959,Premsyl,Kusalik,59372
292219,Dharmaraja,Deyuan,59371
61118,King,Erol,59370
429564,JoAnne,Pulkowski,59368
222022,Dung,Mayerwieser,59367
290491,Marsal,Vadhan,59366
263713,Abdulla,Bashian,59364
206760,Feixiong,Baumann,59363
73949,Gian,Birch,59361
56177,Yucel,Colorni,59360
56288,Kannan,Walston,59358
82140,Shem,Peir,59357
471707,Ramachenga,Serra,59356
274492,Malu,Zeilberger,59356
483956,Goo,Garrabrants,59356
50375,Tiina,Kampfer,59355
456941,Jamaludin,Ishibashi,59355
453658,Gao,Thorelli,59354
450495,Isaac,Boguraev,59354
430316,Otmar,Ellozy,59352
226681,Persi,Coullard,59351
402221,Willard,Zastre,59348
34996,Chinhyun,Butner,59347
255400,Alair,Yetto,59347
262478,Otilia,Pargas,59344
260373,Anestis,Ruther,59343
276327,Lijie,Kadhim,59341
458507,Lihong,Kuhnemann,59340
206277,Candida,Toyoshima,59339
87793,Fatemeh,Kakkar,59338
67014,Arup,Jakobus,59338
472796,Basim,Terkki,59336
71796,Magdalena,Rijckaert,59330
201126,Jaewoo,Kitsuregawa,59330
60083,Bojan,Cunliffe,59327
442947,Houman,Brattka,59321
225871,Ronghao,Kavraki,59319
299397,Maris,Brickell,59317
413955,Ger,Mansanne,59317
82211,Sugwoo,Melter,59316
217347,Mechthild,Perri,59309
276258,Ulf,Denis,59309
67084,Shigeo,Isaak,59309
270735,Yucai,Beausoleil,59308
250967,Genki,Pardalos,59307
92043,Chriss,Lortz,59307
38485,Kiyomitsu,Kavanagh,59307
231815,Marjo,Reinhart,59306
34831,Poornachandra,Haldar,59304
488515,Seshu,Merkl,59304
282504,Harngdar,Pavlopoulou,59303
442544,Sigeru,Haddadi,59299
417129,Kousuke,Edelhoff,59299
249642,Yonghong,dAstous,59298
22873,Ebbe,Ashish,59298
470630,Huican,Jarecki,59297
435006,Panayotis,Thisen,59292
484238,Moty,Marzano,59291
440215,Keiichiro,Dredge,59288
405630,Takahiro,Vidya,59288
231838,Kazuhiko,Strandh,59285
495611,Sushant,Gniady,59285
40872,Qunsheng,Cunliffe,59283
418334,Jingling,Orlowski,59282
49438,IEEE,Krichel,59282
419652,Pranas,Heusch,59281
236373,Mahendra,Fujisaki,59281
459633,Bilhanan,Poupard,59278
263517,Remko,Strandh,59277
410744,Murthy,Papsdorf,59276
104154,Udi,Hedayat,59276
279351,Shaunak,Sgarro,59276
250356,Persi,Pocchiola,59273
272681,Jaewon,Matheson,59272
254167,Xianlong,Tibblin,59272
61856,Toney,Luby,59270
53224,Rasiah,Mullainathan,59270
488800,Foong,Schieder,59269
220718,KayLiang,Polajnar,59267
471023,Rildo,Ligten,59265
299555,Mahendra,Lanzelotte,59261
17066,Heping,Ruther,59260
52230,Leah,Stavenow,59257
294047,Arno,Ramsey,59257
498546,Marsal,Bharadwaj,59257
82553,Barry,Georgakopoulos,59256
42580,Zvonko,Valtorta,59256
103019,Jungsoon,Wissmann,59255
201276,Jiang,Nittel,59254
251470,Sadegh,Mungall,59253
237572,Jiong,Codenie,59249
213232,Halsur,Rodham,59248
254694,Jaques,Chinen,59248
401157,Zhanqiu,Sewelson,59248
442367,Indrajit,Mellouli,59246
460741,Pragnesh,Mitchem,59245
242037,Izaskun,Yemenis,59243
51225,Hironoby,Jullig,59243
104352,Xiaoheng,Samarati,59241
75717,Waiman,Schach,59233
298556,Zhenbing,Marletta,59231
469384,Shahab,Nivat,59229
246739,Takahito,Llado,59226
97114,Paraskevi,Monkewich,59226
478261,Rajmohan,DasSarma,59225
55571,Arie,Pusterhofer,59224
109998,Mizuhito,Heping,59220
245683,Mani,Waschkowski,59219
273799,Mandell,Schaar,59219
52094,Kensei,Pluym,59218
251518,Duke,Perng,59217
95376,Vishu,Docker,59216
416177,Khun,Turnbull,59215
206399,Macha,Hasham,59213
39820,Willard,Range,59212
458653,Stabislas,Haddadi,59211
449685,Tadahiro,Szemeredi,59207
100172,Selwyn,Kranzdorf,59207
12937,Arup,Cincotta,59206
293916,Goncalo,Steinauer,59203
206286,Arno,Pocchiola,59202
262027,Georg,Schauser,59202
251092,Adas,Chenney,59201
249923,Bowen,Frijda,59199
237671,Reinhard,Cangellaris,59199
272486,Anneke,Gide,59197
106645,Mechthild,Murtagh,59196
62098,Breannda,Sommer,59196
253042,Mariangiola,Matzke,59191
259731,Masaki,Flasterstein,59190
70604,Gaetan,Comellas,59187
97089,Magy,Georg,59183
12247,Subbu,Penttonen,59183
223406,Gift,Yoshimura,59178
432298,Xiaopeng,Sankaranarayanan,59177
456876,Jinya,Puoti,59175
436508,Taegyun,Michaeli,59174
448313,Chinhyun,Carrere,59174
81006,Atreye,Pagter,59174
275706,Arfst,Mandell,59173
261607,Billur,Gunderson,59171
72211,Apostol,Murrill,59170
435576,Urs,Felder,59169
297852,Fusako,Braccini,59164
498477,Conrado,Merro,59162
100429,Jayesh,Brender,59160
43582,Kankanahalli,Demizu,59155
471666,Babette,Kenevan,59151
262894,Mara,Gajiwala,59148
408267,Uri,Lieblein,59148
429422,Odinaldo,Janetzko,59147
252062,Shigeo,Wolniewicz,59138
424961,Yaghout,Morris,59136
200605,Serenella,Rikino,59136
465560,Berhard,Wrigley,59135
58435,Ottavia,Jonsson,59132
287556,Sachar,Furedi,59130
82631,Shunichi,Bugrara,59129
487182,Pantung,Kalefeld,59129
203591,Miomir,Stenning,59129
13792,Valery,Sury,59127
246276,Shimshon,Moffat,59126
424452,Shalesh,Pero,59125
69946,Theirry,Varker,59124
101428,Tiina,Muhling,59123
296799,Jianwen,Pollacia,59122
17468,Abdelghani,Irland,59122
485330,Guttorm,Stavenow,59121
19493,Caolyn,Tramer,59120
487749,Unal,Comte,59116
298287,Kwangyoen,Hopewell,59114
467254,Kayoko,Kavvadias,59113
78427,Zeljko,Merks,59113
471156,Venkatesan,Shimshoni,59111
220211,Hironoby,Reinhart,59110
229097,Kellyn,Merel,59108
492297,Niteen,Ciolek,59105
469153,Gad,Masaki,59103
279386,Parto,Verspoor,59100
407191,Itzchak,Bolotov,59098
418682,Gill,Ritcey,59096
475338,Oscal,Desikan,59096
284073,Kazunori,Marakhovsky,59095
290440,Ulf,Rossi,59093
414780,Xiaobin,Strehl,59090
473128,Weijing,Dredge,59089
406242,Chanjung,Beidas,59088
449060,Erzsebet,Kroon,59086
486363,Nechama,Ambroszkiewicz,59086
43273,Charmane,Hiltgen,59083
297006,Weiru,Etalle,59076
57314,Ymte,Zyda,59072
63128,Zhensheng,Gulak,59072
261894,Nechama,Versino,59071
96946,Mikhail,Kakkar,59070
464818,Rasiah,Perez,59070
288393,Bernd,Lakshmanan,59067
50916,Yuping,Kossowski,59064
201796,Zengping,Poehlman,59063
77316,Peternela,Milicic,59063
435666,Dmitry,Zhang,59062
28600,Mingzeng,Whitcomb,59057
33076,Geoff,Ranon,59053
295351,Niranjan,Barinka,59051
101501,Rosalie,Vecchi,59050
281358,Kamran,Poupard,59049
218842,Bedrich,Sinicrope,59048
214245,Kwan,Encarnacion,59047
401015,Lijia,Lichtman,59046
103947,Xinglin,Businaro,59044
430936,Saddek,Deville,59043
466404,Gil,Hatcliff,59040
235180,Mototsugu,Bade,59038
236447,Achilleas,Vasanthakumar,59038
249339,Seongbin,Coors,59037
433001,Wilmer,Eickenmeyer,59031
474725,Mayuko,Copas,59028
485363,Mikhail,Serre,59026
443942,Kwan,Heystek,59026
90052,Gill,Cangellaris,59025
59390,Patricio,Greibach,59022
28510,Subhankar,Desikan,59021
413916,Freyja,Luks,59013
278260,Ravishankar,Diderrich,59012
108364,Jiafu,Chelton,59004
61301,Nahla,Ghandeharizadeh,59003
273771,Sudhanshu,Perri,59003
292765,Basant,Ginesta,59002
97264,Ennio,Roisin,59002
475686,Elrique,Reeken,59001
14422,Toshimo,Gadepally,59001
292707,Aluzio,Pollacia,58999
57640,Aluzio,Stiles,58998
483372,Zhiguo,Domenig,58995
44965,Tetsurou,Suppi,58994
261247,Sanjiv,Munos,58994
205119,Chrisa,Kilgore,58993
478436,Franziska,Monkewich,58993
266908,Kokou,Thorensen,58992
495509,Zijian,Chaudhuri,58992
459091,Aksel,Mitina,58991
286992,Dante,Skafidas,58989
98199,Sadun,Felcyn,58988
86626,Sashi,Polajnar,58984
274729,Manibrata,Glinert,58984
458597,Valeri,Feldmann,58981
424378,Sanjiv,Varman,58976
65431,Emdad,Streit,58976
265674,Xinglin,Sherertz,58973
219185,Yuqun,Rosca,58972
438804,Kinh,Pollock,58972
36959,Morrie,Jenevein,58965
486831,Ennio,Quadeer,58964
215734,Gina,Bahi,58963
426119,Karsten,Herbst,58963
279477,Moon,Kalsbeek,58962
296167,Weijing,Denis,58961
444019,Mahendra,Monarch,58961
25004,Youpyo,Schurmann,58960
402401,Tze,Wroclawski,58959
291912,Yakichi,Miyakawa,58959
248859,Arvind,Baar,58958
283245,Huei,Beidas,58957
447816,Abdelwaheb,Buescher,58957
448689,Harjit,Pettey,58956
208979,Candida,Werthner,58956
29329,Takushi,Sooriamurthi,58949
215326,Danae,Furudate,58948
28385,Filipp,Conia,58947
88377,Mrinalini,Sifakis,58946
207426,Mats,Panangaden,58946
265523,Koldo,Daescu,58943
450690,Feiyu,Antonisse,58943
60664,Serenella,Panwar,58942
483605,Theron,Collette,58940
76239,Nectarios,Baca,58939
249736,Mari,Polajnar,58937
291820,Basil,Jording,58937
249193,Fan,Radhakrishnan,58936
413267,Feiyu,dAstous,58934
258140,Boutros,Georgakopoulos,58933
469662,Adib,Shihab,58932
213620,Gita,Picco,58930
40531,Etsuo,Kalefeld,58929
408771,Chanjung,Munro,58929
35847,Serif,Attimonelli,58928
472743,Lunjin,Zweizig,58928
57384,Chirstian,Birch,58928
455630,Jiong,Muchinsky,58927
221794,Nevin,Talmon,58925
438610,Soenke,Dulin,58923
206634,Fumino,Jiang,58921
487894,Subhankar,Highland,58919
443349,Pantung,Lorch,58918
249506,Alagu,Braunschweig,58916
422296,Kazuhide,Birch,58913
48736,Feixiong,Cunliffe,58912
71766,Gennady,Lieblein,58909
245719,Ayonca,Lowrie,58905
203364,Spyrose,Herber,58905
52117,Neven,Lipner,58904
204880,Aris,Crouzet,58904
40829,Jianhui,Mitzlaff,58904
289669,Larisa,Litzler,58903
435952,Toshimi,Back,58901
420899,Ortrud,Kitsuregawa,58899
99889,Mohammad,Osgood,58898
422549,Miomir,Felder,58896
63905,Satoru,Klyachko,58893
212210,Lokesh,Vakili,58893
238865,Ebru,Standera,58889
473619,Goo,Doering,58888
64837,Mantis,Petereit,58887
214856,Denis,Luga,58885
477883,Taizo,Bennet,58884
60260,Valdiodio,Czap,58884
428678,Tomokazu,Kilgore,58882
472829,Baziley,Highland,58881
466345,Baoqiu,Sluis,58881
25621,Shir,Champarnaud,58879
408672,Eran,Domenig,58877
91225,Pranjal,Mamelak,58877
266974,Rafael,Bellone,58877
471198,Bouchung,Peck,58875
227448,Steve,Puppo,58875
208898,Ebru,Homond,58870
267143,Charmane,Albarhamtoshy,58870
493800,Constantine,Zallocco,58870
284593,Torsten,Merks,58869
27047,Torsten,Hartvigsen,58869
448436,Yannis,Baalen,58868
204220,Xiaoshan,Bain,58868
94028,Bernt,Fraisse,58868
496020,Lene,Coombs,58868
60243,Jaewoo,Rattan,58867
420139,Zhensheng,Pews,58866
435812,Kazuhisa,Rosca,58864
106797,Aran,Raoux,58863
271369,Zhenbing,Peak,58861
89912,Dietrich,Ouhyoung,58861
58665,Mabhin,Marquardt,58861
496265,Aran,Emden,58861
38941,Yurij,Turnbull,58859
409326,Masali,Erie,58857
235643,Bernardo,Gyimothy,58856
426099,Alair,Sherertz,58855
69119,Dinah,Doering,58852
218755,Zengping,Usery,58850
430059,Yuguang,Bardell,58850
227276,Nobuyoshi,Zultner,58849
209792,Yoshinari,Bernick,58848
260573,Abdulla,Lamparter,58846
109483,Ziya,Schlumberger,58846
25495,Stein,Lakshmanan,58845
37777,Gaurav,Vidal,58844
406858,Sungwon,Couchot,58844
444907,Sigeru,Manders,58842
246637,Shietung,Genther,58840
40392,Qunsheng,Genther,58839
31697,Malu,Msuda,58839
247667,Pranjal,Egerstedt,58836
71345,Weiyi,Brookner,58836
409648,Kenton,Mukaidono,58835
234709,Lena,Chandrasekhar,58833
243695,Harngdar,Stasinski,58833
297207,Yunming,Prochazka,58832
32689,Gladys,Heusch,58830
272625,Hitomi,Roccetti,58828
296171,Pradeep,Munke,58828
29527,Adamantios,Oaver,58827
486378,Tuval,Leslie,58827
297740,Dhritiman,Masamoto,58826
100656,Persi,Teitelbaum,58825
486620,Torsten,Pluym,58825
39533,Urs,Pettit,58823
484325,Yuping,Callaway,58819
96495,Kerryn,Navazio,58817
436897,Shimshon,Gyorkos,58813
35584,Gift,DasSarma,58810
464319,Uzi,Lyonns,58810
37406,Rildo,Cincotta,58809
415029,Masaki,Butner,58809
65515,Phillip,Teitelbaum,58807
468369,Trygve,Iacovou,58807
100022,Iara,Lindenbaum,58805
218933,Kazunori,Heiserman,58805
247284,Gina,Otillio,58804
61626,Mohit,Dulay,58800
35994,Ibibia,Conia,58800
462765,Yurii,Rohrbach,58799
475719,Gererd,Kaiserswerth,58799
234014,Yuqun,Schoegge,58796
107329,Shigenori,Kavvadias,58795
25644,Kwangho,Straney,58794
204792,Masoud,Falster,58793
271539,Yakkov,Rosca,58787
